Zaman damgası,  Yaşınızı belirtiniz:  ,  Şu anki en yüksek eğitim durumunuz nedir?  ,  Hangi Yapay Zekâ araçlarının ismini duydunuz ve/veya kullandınız?  ,Yapay Zekâ araçlarını (hepsi dahil) ortalama ne sıklıkla kullanıyorsunuz? (Lütfen size en uygun olanı seçiniz.),"Yapay Zekâ araçlarından elde ettiğiniz çıktıların (cevap, metin, kod vb.) doğruluğuna ve güvenilirliğine ne kadar güveniyorsunuz? (1 = Hiç Güvenmiyorum, 5 = Tamamen Güveniyorum)",  Yapay Zekâ aracının ürettiği çıktıları kullanmadan önce daima (veya çoğunlukla) kontrol eder misiniz?  ,"Yapay Zekâ araçlarını etkin bir şekilde kullanmak için gereken teknik beceriye sahip olduğunuzu düşünüyor musunuz? (1 = Kesinlikle Katılmıyorum, 5 = Kesinlikle Katılıyorum.)",  Yapay zekâ araçlarını kullanmanızdaki temel motivasyonunuz aşağıdakilerden hangisidir?  ,"Önümüzdeki 6 ay içinde Yapay Zekâ araçlarını mesleki veya akademik çalışmalarınızda daha yoğun kullanma niyetiniz hangi düzeydedir? ( 1 = 
Kesinlikle Niyetim Yok , 5 =  Kesinlikle Yüksek Niyetim Var)"
21.12.2025 19:13:00,38,Lisans,GitHub Copilot / Diğer Kod Üretici YZ Araçları,Günlük (Birden fazla kez),4,"Hayır, genellikle kontrol etmem.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 19:13:09,20,Lisans,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Haftada birkaç kez,4,"Hayır, sadece kritik durumlarda kontrol ederim.",4,Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak,4
21.12.2025 19:13:18,33,Lisans,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 53",Hiç kullanmıyorum,3,"Evet, daima kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 19:13:26,42,Yüksek Lisans/Doktora,"Copilot (Microsoft), 19",Günlük (1 kez),1,"Evet, daima kontrol ederim.",2,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",2
21.12.2025 19:13:35,23,Ön Lisans,"ChatGPT (OpenAI), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 33",Günlük (Birden fazla kez),2,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği",1
21.12.2025 19:13:44,24,Lisans,"Gemini / Bard (Google), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 29",Çok nadiren (Ayda 1 kereden az),2,"Hayır, genellikle kontrol etmem.",1,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 19:13:53,34,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 57",Günlük (1 kez),4,"Evet, daima kontrol ederim.",5,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",2
21.12.2025 19:14:02,42,Lisans,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Haftada birkaç kez,2,"Evet, daima kontrol ederim.",1,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 19:14:11,28,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Copilot (Microsoft)",Haftada birkaç kez,2,"Hayır, sadece kritik durumlarda kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",3
21.12.2025 19:14:23,26,Yüksek Lisans/Doktora,GitHub Copilot / Diğer Kod Üretici YZ Araçları,Günlük (Birden fazla kez),1,"Hayır, sadece kritik durumlarda kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak",3
21.12.2025 19:14:36,23,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 40",Günlük (1 kez),5,"Hayır, genellikle kontrol etmem.",5,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",3
21.12.2025 19:14:48,50,Yüksek Lisans/Doktora,"Copilot (Microsoft), Hiçbiri, 50",Günlük (1 kez),1,"Hayır, genellikle kontrol etmem.",5,"Verimliliğimi artırmak / Zaman kazanmak, İş / Okul görevlerini tamamlamak",4
21.12.2025 19:15:01,36,Ön Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), 40",Çok nadiren (Ayda 1 kereden az),1,"Hayır, genellikle kontrol etmem.",4,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği",3
21.12.2025 19:15:12,22,Lisans,Copilot (Microsoft),Haftada birkaç kez,3,"Hayır, genellikle kontrol etmem.",3,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 19:15:25,28,Lise veya altı,"Gemini / Bard (Google), Copilot (Microsoft), 44",Ayda birkaç kez,3,"Hayır, sadece kritik durumlarda kontrol ederim.",3,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 19:15:37,27,Lise veya altı,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 43",Çok nadiren (Ayda 1 kereden az),2,"Evet, daima kontrol ederim.",3,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği",3
21.12.2025 19:15:50,33,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri",Ayda birkaç kez,2,"Hayır, genellikle kontrol etmem.",5,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",2
21.12.2025 19:16:01,41,Ön Lisans,"Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 50",Çok nadiren (Ayda 1 kereden az),3,"Hayır, sadece kritik durumlarda kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 19:16:15,23,Ön Lisans,"ChatGPT (OpenAI), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 29",Ayda birkaç kez,2,"Evet, daima kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",5
21.12.2025 19:16:29,34,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Ayda birkaç kez,5,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",5
21.12.2025 19:16:41,21,Lise veya altı,"ChatGPT (OpenAI), Hiçbiri",Hiç kullanmıyorum,2,"Hayır, sadece kritik durumlarda kontrol ederim.",1,İş / Okul görevlerini tamamlamak,3
21.12.2025 19:16:53,60,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Hiçbiri",Haftada birkaç kez,1,"Hayır, genellikle kontrol etmem.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",2
21.12.2025 19:17:06,40,Lisans,"ChatGPT (OpenAI), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Ayda birkaç kez,2,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 19:17:18,34,Yüksek Lisans/Doktora,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 40",Haftada birkaç kez,5,"Hayır, genellikle kontrol etmem.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",2
21.12.2025 19:17:31,40,Ön Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 55",Çok nadiren (Ayda 1 kereden az),1,"Hayır, genellikle kontrol etmem.",4,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 19:17:43,47,Yüksek Lisans/Doktora,"Gemini / Bard (Google), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 53",Haftada birkaç kez,5,"Hayır, genellikle kontrol etmem.",3,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği",4
21.12.2025 19:17:55,52,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 49",Günlük (Birden fazla kez),1,"Hayır, sadece kritik durumlarda kontrol ederim.",2,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği",2
21.12.2025 19:18:07,40,Lise veya altı,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 36",Haftada birkaç kez,4,"Hayır, genellikle kontrol etmem.",2,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak",4
21.12.2025 19:18:18,56,Lisans,"Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 35",Günlük (1 kez),2,"Evet, daima kontrol ederim.",5,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 19:18:31,35,Ön Lisans,ChatGPT (OpenAI),Günlük (Birden fazla kez),3,"Evet, daima kontrol ederim.",2,"İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 19:18:44,33,Lisans,Hiçbiri,Günlük (1 kez),5,"Evet, daima kontrol ederim.",3,"Verimliliğimi artırmak / Zaman kazanmak, İş / Okul görevlerini tamamlamak",5
21.12.2025 19:18:56,48,Lisans,Gemini / Bard (Google),Günlük (1 kez),3,"Hayır, genellikle kontrol etmem.",1,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği",1
21.12.2025 19:19:08,39,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 54",Ayda birkaç kez,3,"Hayır, genellikle kontrol etmem.",3,"Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",2
21.12.2025 19:19:19,51,Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler)",Çok nadiren (Ayda 1 kereden az),1,"Evet, daima kontrol ederim.",4,"Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",5
21.12.2025 19:19:32,25,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), 45",Hiç kullanmıyorum,1,"Evet, daima kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 19:19:42,53,Lise veya altı,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 21",Günlük (1 kez),1,"Evet, daima kontrol ederim.",3,Eğlence / Hobi amaçlı kullanmak,2
21.12.2025 19:19:54,58,Yüksek Lisans/Doktora,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Çok nadiren (Ayda 1 kereden az),2,"Evet, daima kontrol ederim.",2,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",5
21.12.2025 19:20:06,31,Ön Lisans,"GitHub Copilot / Diğer Kod Üretici YZ Araçları, 33",Hiç kullanmıyorum,1,"Hayır, genellikle kontrol etmem.",2,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 19:20:18,38,Ön Lisans,Gemini / Bard (Google),Haftada birkaç kez,4,"Evet, daima kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 19:20:30,23,Lise veya altı,"ChatGPT (OpenAI), Gemini / Bard (Google), 39",Ayda birkaç kez,4,"Evet, daima kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, İş / Okul görevlerini tamamlamak",4
21.12.2025 19:20:42,54,Lisans,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Günlük (1 kez),4,"Hayır, genellikle kontrol etmem.",2,"Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 19:20:54,48,Ön Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), Copilot (Microsoft)",Günlük (Birden fazla kez),3,"Evet, daima kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",2
21.12.2025 19:21:05,56,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 27",Günlük (Birden fazla kez),5,"Hayır, genellikle kontrol etmem.",5,"Verimliliğimi artırmak / Zaman kazanmak, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 19:21:17,19,Lise veya altı,"ChatGPT (OpenAI), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 22",Haftada birkaç kez,3,"Hayır, genellikle kontrol etmem.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 19:21:29,26,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Copilot (Microsoft), 46",Günlük (1 kez),4,"Evet, daima kontrol ederim.",4,Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak,3
21.12.2025 19:21:41,29,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler)",Ayda birkaç kez,5,"Hayır, genellikle kontrol etmem.",5,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 19:21:52,26,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Haftada birkaç kez,2,"Hayır, genellikle kontrol etmem.",5,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak",2
21.12.2025 19:22:05,38,Ön Lisans,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Ayda birkaç kez,5,"Hayır, genellikle kontrol etmem.",4,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 19:22:17,49,Yüksek Lisans/Doktora,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 58",Günlük (Birden fazla kez),5,"Evet, daima kontrol ederim.",1,"Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",3
21.12.2025 19:22:29,60,Lise veya altı,"Gemini / Bard (Google), Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 45",Günlük (Birden fazla kez),3,"Hayır, sadece kritik durumlarda kontrol ederim.",1,"Merak / Teknolojiyi keşfetme isteği, İş / Okul görevlerini tamamlamak",1
21.12.2025 19:22:41,60,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Copilot (Microsoft), Hiçbiri, 44",Günlük (Birden fazla kez),5,"Evet, daima kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",1
21.12.2025 19:22:54,27,Lise veya altı,"ChatGPT (OpenAI), Hiçbiri, 24",Haftada birkaç kez,4,"Hayır, genellikle kontrol etmem.",2,Eğlence / Hobi amaçlı kullanmak,1
21.12.2025 19:23:07,33,Ön Lisans,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 21",Çok nadiren (Ayda 1 kereden az),5,"Hayır, genellikle kontrol etmem.",1,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 19:23:15,50,Lise veya altı,"ChatGPT (OpenAI), Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Çok nadiren (Ayda 1 kereden az),5,"Evet, daima kontrol ederim.",3,"İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 19:23:22,51,Ön Lisans,"ChatGPT (OpenAI), Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler)",Günlük (Birden fazla kez),5,"Hayır, sadece kritik durumlarda kontrol ederim.",2,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",5
21.12.2025 19:23:54,25,Ön Lisans,"GitHub Copilot / Diğer Kod Üretici YZ Araçları, 26",Haftada birkaç kez,3,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",2
21.12.2025 19:24:03,27,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Gemini / Bard (Google), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Günlük (Birden fazla kez),4,"Evet, daima kontrol ederim.",1,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Eğlence / Hobi amaçlı kullanmak",4
21.12.2025 19:24:10,23,Lise veya altı,"ChatGPT (OpenAI), Copilot (Microsoft)",Haftada birkaç kez,5,"Evet, daima kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 19:24:17,54,Ön Lisans,"ChatGPT (OpenAI), Copilot (Microsoft), Hiçbiri, 31",Haftada birkaç kez,2,"Hayır, sadece kritik durumlarda kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 19:24:25,42,Lise veya altı,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri",Çok nadiren (Ayda 1 kereden az),2,"Evet, daima kontrol ederim.",1,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",3
21.12.2025 19:24:32,54,Lise veya altı,"Gemini / Bard (Google), Hiçbiri, 40",Haftada birkaç kez,1,"Evet, daima kontrol ederim.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",2
21.12.2025 19:24:40,40,Lisans,"Gemini / Bard (Google), Copilot (Microsoft), Hiçbiri",Haftada birkaç kez,5,"Hayır, genellikle kontrol etmem.",2,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, İş / Okul görevlerini tamamlamak, Eğlence / Hobi amaçlı kullanmak",3
21.12.2025 19:28:02,19,Lisans,"Copilot (Microsoft), Hiçbiri, 35",Ayda birkaç kez,2,"Hayır, sadece kritik durumlarda kontrol ederim.",5,"Verimliliğimi artırmak / Zaman kazanmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",1
21.12.2025 19:28:11,20,Ön Lisans,"ChatGPT (OpenAI), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 39",Günlük (Birden fazla kez),4,"Hayır, sadece kritik durumlarda kontrol ederim.",5,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",2
21.12.2025 22:17:32,56,Yüksek Lisans/Doktora,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler)",Günlük (1 kez),5,"Hayır, sadece kritik durumlarda kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:17:40,55,Yüksek Lisans/Doktora,"Copilot (Microsoft), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, Hiçbiri, 37",Ayda birkaç kez,4,"Hayır, sadece kritik durumlarda kontrol ederim.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 22:17:48,41,Lise veya altı,"ChatGPT (OpenAI), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 41",Günlük (Birden fazla kez),2,"Evet, daima kontrol ederim.",3,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",5
21.12.2025 22:17:57,40,Lisans,"Gemini / Bard (Google), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Haftada birkaç kez,1,"Hayır, genellikle kontrol etmem.",4,Verimliliğimi artırmak / Zaman kazanmak,2
21.12.2025 22:18:07,30,Lise veya altı,"Gemini / Bard (Google), 34",Günlük (1 kez),1,"Hayır, sadece kritik durumlarda kontrol ederim.",2,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",5
21.12.2025 22:18:15,22,Yüksek Lisans/Doktora,"Copilot (Microsoft), GitHub Copilot / Diğer Kod Üretici YZ Araçları, 54",Günlük (Birden fazla kez),2,"Evet, daima kontrol ederim.",4,"Verimliliğimi artırmak / Zaman kazanmak, Yaratıcılığımı desteklemek / Yeni fikirler üretmek",4
21.12.2025 22:18:24,25,Ön Lisans,"Gemini / Bard (Google), Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri, 31",Günlük (Birden fazla kez),1,"Hayır, genellikle kontrol etmem.",1,"Verimliliğimi artırmak / Zaman kazanmak, Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği",5
21.12.2025 22:18:33,47,Yüksek Lisans/Doktora,Hiçbiri,Haftada birkaç kez,5,"Evet, daima kontrol ederim.",4,"Yeni şeyler öğrenmek / Bilgiye hızlı ulaşmak, Merak / Teknolojiyi keşfetme isteği, Yaratıcılığımı desteklemek / Yeni fikirler üretmek, Eğlence / Hobi amaçlı kullanmak",2
21.12.2025 22:18:42,21,Lisans,"Midjourney / DALL-E / Stable Diffusion (Görsel Üreticiler), Hiçbiri",Çok nadiren (Ayda 1 kereden az),4,"Hayır, sadece kritik durumlarda kontrol ederim.",3,İş / Okul görevlerini tamamlamak,3
21.12.2025 22:18:52,55,Lise veya altı,"Gemini / Bard (Google), GitHub Copilot / Diğer Kod Üretici YZ Araçları",Hiç kullanmıyorum,2,"Hayır, genellikle kontrol etmem.",5,Merak / Teknolojiyi keşfetme isteği,2
21.12.2025 22:19:00,22,Ön Lisans,GitHub Copilot / Diğer Kod Üretici YZ Araçları,Günlük (1 kez),4,"Evet, daima kontrol ederim.",5,"Yaratıcılığımı desteklemek / Yeni fikirler üretmek, İş / Okul görevlerini tamamlamak",5
